id_mission,biome,num_question,bonne_reponse,id_oiseaux,URL_bonne_reponse,mauvaise_reponse
U04,Milieu urbain,1,Grimpereau des jardins,123,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FGrimpereau%20des%20jardins.wav?alt=media&token=0b3d47b2-a061-4757-9d93-acd7875c7708,Rossignol philomèle
U04,Milieu urbain,2,Chevêche d'Athéna,57,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FChev%C3%AAche%20d'Ath%C3%A9na.mp3?alt=media&token=c1ee6366-7e77-4457-810b-744a78df5f79,Bouscarle de Cetti
U04,Milieu urbain,3,Effraie des clochers,82,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FEffraie%20des%20clochers.wav?alt=media&token=1ded70f2-8a5d-433f-b96b-3c694ab08b9a,Locustelle tachetée
U04,Milieu urbain,4,Rougequeue à front blanc,231,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRougequeue%20%C3%A0%20front%20blanc.wav?alt=media&token=364b78ee-8726-4699-acaf-be1c61c9f06d,Engoulevent d'Europe
U04,Milieu urbain,5,Rossignol philomèle,229,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRossignol%20philome%CC%80le.mp3?alt=media&token=fb632e35-6a58-4b89-9372-506e0a51cc6d,Pouillot véloce
U04,Milieu urbain,6,Gobemouche gris,108,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FGobemouche%20gris.wav?alt=media&token=d3dc31a0-87b4-4458-84a4-8981617a4527,Pouillot fitis
U04,Milieu urbain,7,Pouillot siffleur,,lien manquant,Accenteur mouchet
U04,Milieu urbain,8,Fauvette des jardins,96,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FFauvette%20des%20jardins.wav?alt=media&token=90a33097-2ac0-493f-8855-fcdb616b3f16,Grive draine
U04,Milieu urbain,9,Fauvette mélanocéphale,98,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FFauvette%20m%C3%A9lanoc%C3%A9phale.wav?alt=media&token=4d40be40-4527-4309-8d43-9c551e5999ab,Grive mauvis
U04,Milieu urbain,10,Moineau friquet,175,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FMoineau%20friquet.wav?alt=media&token=f6f7638b-d98c-4351-9a3e-afea44c5f374,Fauvette à tête noire
,,,Mésange huppée,169,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FM%C3%A9sange%20hupp%C3%A9e.wav?alt=media&token=73cca71e-5d6b-4672-ab6a-39ac9fb46f4a,Fauvette grisette
,,,Pigeon colombin,202,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPigeon%20colombin.mp3?alt=media&token=cdf2503e-3e93-4947-b776-1f6b7a6bc32c,Mésange bleue
,,,Petit-duc scops,189,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPetit-duc%20scops.mp3?alt=media&token=6de4b0ee-8daa-4f34-9881-c8fb39c19b56,Mésange charbonnière
,,,Pouillot de Pallas,,lien manquant,Gélinotte des bois
,,,Torcol fourmilier,,lien manquant,Bécasse des bois
,,,,,,Autour des palombes
,,,,,,Chouette hulotte
,,,,,,Petit-duc scops
,,,,,,Hibou moyen-duc
,,,,,,Pic noir
,,,,,,Pic mar
,,,,,,Grive musicienne
,,,,,,Roitelet huppé
,,,,,,Grimpereau des jardins
,,,,,,Mésange huppée
,,,,,,Mésange noire
,,,,,,Fauvette des jardins
,,,,,,Pouillot siffleur
,,,,,,Roitelet à triple bandeau
,,,,,,Sittelle torchepot
